Load address: $A600 Init address: $A600 Play address: $A603
Calling initroutine with subtune 0
Calling playroutine for 3000 frames, starting from frame 0
Middle C frequency is $1168

| Frame | Freq Note/Abs WF ADSR Pul | Freq Note/Abs WF ADSR Pul | Freq Note/Abs WF ADSR Pul | FCut RC Typ V |
|   160 | 08D1 (- 0010) .. .... C80 | 2386 (C-5 BC) .. .... 720 | ....  ... ..  .. .... ... | 7F00 .. ... . |
|   161 | 08C1 (- 0010) .. .... C20 | 1C31 (G#4 B8) .. .... 6A0 | ....  ... ..  .. .... ... | 8000 .. ... . |
|   162 | 08D1 (+ 0010) .. .... BC0 | 151F (D#4 B3) .. .... 620 | ....  ... ..  .. .... ... | 8100 .. ... . |
|   163 | 08E1 (+ 0010) .. .... B60 | 2386 (C-5 BC) .. .... 5A0 | ....  ... ..  .. .... ... | 8200 .. ... . |
|   164 | 08F1 (+ 0010) .. .... B00 | 1C31 (G#4 B8) .. .... 520 | ....  ... ..  .. .... ... | 8300 .. ... . |
|   165 | 0901 (C#3 A5) .. .... AA0 | 151F (D#4 B3) .. .... 4A0 | ....  ... ..  .. .... ... | 8400 .. ... . |
|   166 | 0911 (+ 0010) .. .... A40 | 2386 (C-5 BC) .. .... 420 | ....  ... ..  .. .... ... | 8500 .. ... . |
|   167 | 0901 (- 0010) .. .... 9E0 | 1C31 (G#4 B8) .. .... 3A0 | ....  ... ..  .. .... ... | 8600 .. ... . |
|   168 | 08F1 (C-3 A4) .. .... 980 | 151F (D#4 B3) .. .... 420 | 0E18  G#3 AC  11 .... ... | 8700 .. ... . |
|   169 | 08E1 (- 0010) .. .... 920 | 2386 (C-5 BC) .. .... 4A0 | 3400 (G-5 C3) 81 .... ... | 8800 .. ... . |
|   170 | 08D1 (- 0010) .. .... 8C0 | 1C31 (G#4 B8) .. .... 520 | 0A00 (D-3 A6) 41 .... ... | 8900 .. ... . |
